Source	NCIt Subset Code	FDA Subset Name	NCIt Concept Code	FDA Source Code	FDA Source PT	FDA Source Synonym(s)	FDA Source Definition	NCIt Definition	Parent Concept's NCIt Concept Code	Parent Concept's FDA Source Code	Parent Concept's FDA Source PT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63243	1104	DETACHMENT OF DEVICE COMPONENT	COMPONENT(S), DETACHMENT OF|DEVICE COMPONENT DETACHED	Issue associated with the unintentional separation of the device and/or its components from something to which it is connected or attached.		C63242	2907	DETACHMENT OF DEVICE OR DEVICE COMPONENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63242	2907	DETACHMENT OF DEVICE OR DEVICE COMPONENT	DEVICE OR DEVICE COMPONENT DETACHED	Issue associated with the unintentional separation of the device and/or its components from something to which it is connected or attached.		C62961	1384	MECHANICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C79146	3134	DEVICE DIFFICULT TO MAINTAIN				C76121	2949	HUMAN-DEVICE INTERFACE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63241	1517	FAILURE TO RECALIBRATE	RECALIBRATE, FAILURE TO			C62994	2440	FAILURE TO CALIBRATE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63240	2916	DEVICE PACKAGING COMPROMISED		Issue associated with the non-conformance to device specifications and minimum packaging requirements as the device may not be operating and functioning as intended.		C62939	3007	PACKAGING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C73118	2918	DEVICE UNSAFE TO USE IN ENVIRONMENT				C63209	2929	ENVIRONMENTAL CONTROL OR UTILITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63236	2919	DEVICE-DEVICE INCOMPATIBILITY		Issue associated with the incompatibility of two or more devices while being operated in the same use environment thereby leading to a dysfunction of more than one device.		C62983	2960	INCOMPATIBILITY PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63235	2920	DIFFICULT TO ADVANCE		Issue associated with difficulty moving the device or its components to an intended location (e.g. difficulty in advancing guidewire).		C63034	3009	POSITIONING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63234	1254	DIFFICULT TO FOLD OR UNFOLD	FOLD, DIFFICULT TO	Issue associated with the use of the device in terms of user experiencing difficulty to close or to spread out/extend length of a device, even if the operation is being performed according to labeled instructions for use.		C62923	2506	STRUCTURAL PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63233	1316	DIFFICULT TO INSERT	INSERTION DIFFICULTIES	Issue associated with problems introducing or inserting the device, even if the user is operating the device in accordance with the instructions for use or labeling.		C63034	3009	POSITIONING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63232	1331	DIFFICULT TO INTERROGATE	INTERROGATE, DIFFICULT TO	Issue associated with difficulty of a transponder system to trigger a response.		C63173	1332	FAILURE TO INTERROGATE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63231	2922	DIFFICULT TO OPEN OR REMOVE PACKAGING MATERIAL		Issue associated with difficulty for end-users to operate device, specifically as it relates to the opening or removal of the outer wrapping.		C62939	3007	PACKAGING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63230	1467	DIFFICULT TO POSITION	POSITIONING DIFFICULTIES	Issue associated with the use of the device in terms of user experiencing difficulty to put device and/or device components in place, even if the operation is being performed according to labeled instructions for use.		C63034	3009	POSITIONING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C64339	1496	DIFFICULT TO PROGRAM OR CALIBRATE	PROGRAM, DIFFICULT TO			C76121	2949	HUMAN-DEVICE INTERFACE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63228	1528	DIFFICULT TO REMOVE	REMOVAL DIFFICULTIES	Issue associated with the use of the device in terms of user experiencing difficulty to take out or get rid of a device and/or device components, even if the operation is being performed according to labeled instructions for use.		C63034	3009	POSITIONING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63225	1168	DISASSEMBLY				C63242	2907	DETACHMENT OF DEVICE OR DEVICE COMPONENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63224	1170	MATERIAL DISCOLORED	DISCOLORED	Issue associated with an undesired streak, pattern, and/or a noticeable change in color from the rest of the materials used in device construction.		C62968	2978	MATERIAL INTEGRITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63223	1171	DISCONNECTION	BROKEN CONNECTION|DISCONNECT	Issue associated with the linking of device and/or device components having a sufficient open space to prevent gas, liquid or electrical current flow between connectors.		C62952	2900	CONNECTION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63222	1177	MATERIAL DISINTEGRATION	DISINTEGRATE	Issue associated with material breaking into small fragments or particles.		C62968	2978	MATERIAL INTEGRITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63221	1181	DISPLAY MISREAD		Issue associated with not correctly reading the patient or test result information provided by the device.		C62848	1535	INCORRECT OR INADEQUATE RESULT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63220	1189	DOSE CALCULATION ERROR DUE TO SOFTWARE PROBLEM	DOSE CALCULATION ERROR			C63081	1495	INCORRECT SOFTWARE PROGRAMMING CALCULATIONS
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63219	2407	DULL				C62948	1506	PRODUCT QUALITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63218	2924	ELECTRICAL OVERSTRESS		Issue associated with an electrical activity that exceeded the specified threshold limit of the internal integrated circuitry.		C63005	2928	ELECTRONIC PROPERTY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63217	2925	ELECTRICAL POWER PROBLEM		Issue associated with the quality of the facility-supplied power.		C63209	2929	ENVIRONMENTAL CONTROL OR UTILITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63216	2926	ELECTRICAL SHORTING				C63277	1089	CIRCUIT FAILURE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63213	2149	ELECTRO-STATIC DISCHARGE		Issue associated with the discharge of electricity between two bodies previously electrically charged.		C63215	2927	ELECTROMAGNETIC COMPATIBILITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63215	2927	ELECTROMAGNETIC COMPATIBILITY ISSUE		Issue associated with the ability of a system to function in its electromagnetic environment without introducing intolerable disturbances to anything in its environment.		C63005	2928	ELECTRONIC PROPERTY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63214	1194	ELECTRO-MAGNETIC INTERFERENCE (EMI)		Issue associated with a measure of electromagnetic radiation from equipment.		C63215	2927	ELECTROMAGNETIC COMPATIBILITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63212	1205	EMERGENCY POWER FAILURE		Issue associated with the failure of the facility's emergency power backup systems(s) including generators and/or uninterruptible power systems (UPS).		C63217	2925	ELECTRICAL POWER PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63210	1212	ENTRAPMENT OF DEVICE OR DEVICE COMPONENT	ENTRAPMENT	Issue associated with the device and/or device accessories caught within patient vasculature or tissue.		C63034	3009	POSITIONING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63209	2929	ENVIRONMENTAL CONTROL OR UTILITY ISSUE		Issue associated with the surrounding conditions in which the device is being used such as temperature, noise, lighting, ventilation, or other external factors such as power supply.		C62808	2935	FACILITIES ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C72674	2930	ENVIRONMENTAL PARTICULATES		Issue associated with fine solids or liquid particles such as dust, smoke, fume, and/or mist suspended in the immediate atmosphere in which the device is being used.		C63209	2929	ENVIRONMENTAL CONTROL OR UTILITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63208	1214	MATERIAL EROSION	EROSION	Issue associated with a progressive loss of a material from a solid surface.		C62970	1153	DEGRADED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63207	1182	ERRATIC DISPLAY	DISPLAY, ERRATIC			C63088	1184	INCORRECT DISPLAY
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63206	2963	INCORRECT ERROR CODE				C63305	2880	APPLICATION PROGRAM ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63205	2591	DEVICE DISPLAYS ERROR MESSAGE		Issue associated with a device prompting user with an error message in order to indicate a device problem.		C62955	2913	DEVICE OPERATES DIFFERENTLY THAN EXPECTED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63204	2931	ESCAPE				C62950	2923	DISLODGED OR DISLOCATED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C62882	1311	EXCESS FLOW OR OVERINFUSION	OVERDELIVERY|OVERINFUSION			C63075	2964	INFUSION OR FLOW ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63202	2932	EXCESSIVE COOLING		Issue associated with the device or its components producing temperatures that are lower than specified.		C62922	3022	TEMPERATURE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C50554	2933	EXPULSION		Issue associated with the unintended ejection of device component materials.		C62917	1395	MIGRATION OF DEVICE OR DEVICE COMPONENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C50557	2934	EXTRUSION		Issue associated with the unintended of projection of device component materials.		C62917	1395	MIGRATION OF DEVICE OR DEVICE COMPONENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63199	1222	FAIL-SAFE DESIGN FAILURE		Issue associated with safety features malfunctioning in such a way that results in harm to the patient or device operator.		C62997	2936	FAIL-SAFE MECHANISM ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63198	2524	FAILURE TO ADVANCE	ADVANCE, FAILURE TO	Issue associated with failure to move the device or its components to an intended location.		C63034	3009	POSITIONING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63197	2522	FAILURE TO ALIGN	ALIGN, FAILURE TO	Issue associated with a circuit, equipment, or system whereby its functions fail to be properly synchronized or its relative positions properly oriented.		C62960	2984	MECHANICS ALTERED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63196	1539	FAILURE TO ANALYZE RHYTHM	FAILURE TO DIAGNOSE RHYTHM|RHYTHM, FAILURE TO ANALYZE|RHYTHM, FAILURE TO DIAGNOSE			C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63195	1047	FAILURE TO BACK-UP	BACK-UP, FAILURE TO	Issue associated with the inability to backup or to retrieve a backed up version (corrupted file) of device data or system files.		C63258	2902	DATA BACK-UP PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63193	1085	FAILURE TO CHARGE	CHARGE, FAILURE TO	Issue associated with inability to initiate the appropriate charging process (e.g. of a battery or other charge storage device).		C63026	2892	CHARGING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63191	1114	FAILURE TO CONDUCT	CONDUCT, FAILURE TO	Issue associated with the inability of a device and/or device components to allow a current of electricity to pass or to conduct electricity continuously along an electrical path.		C63007	1198	ELECTRICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63190	1540	FAILURE TO CONVERT RHYTHM	RHYTHM, FAILURE TO CONVERT			C63169	1439	FAILURE TO PACE OR PROPERLY PACE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63189	1048	FAILURE TO CONVERT TO BACK-UP	BACK-UP, FAILURE TO CONVERT TO			C63258	2902	DATA BACK-UP PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63188	2587	FAILURE TO CUT	CUT, FAILURE TO			C62960	2984	MECHANICS ALTERED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63187	1142	FAILURE TO CYCLE	CYCLE, FAILURE TO	Issue associated with the device failing to complete a series of processes or events.		C62960	2984	MECHANICS ALTERED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63186	2338	FAILURE TO DELIVER	DELIVER, FAILURE TO			C62902	2991	NO FLOW
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63185	1133	FAILURE TO DELIVER COUNTERSHOCK	COUNTERSHOCK, FAILURE TO DELIVER|FAILURE TO COUNTERSHOCK	Issues associated with the effective electromotive force within a system that fails to oppose the passage of current in a specified direction.		C63158	1573	FAILURE TO SHOCK OR PROPERLY SHOCK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63184	1211	FAILURE TO DELIVER ENERGY	ENERGY, FAILURE TO DELIVER			C63002	1431	OUTPUT ENERGY INCORRECT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63183	1158	FAILURE TO DEPLOY	DEPLOY, FAILURE TO	Issue associated with the inability of device and/or device components to be activated and positioned in a specified location.		C63013	2906	DEPLOYMENT ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63181	1169	FAILURE TO DISCHARGE	DISCHARGE, FAILURE TO	Issue associated with the failure of a battery or other charge storage device to appropriately discharge as intended.		C63158	1573	FAILURE TO SHOCK OR PROPERLY SHOCK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63180	2541	FAILURE TO DISCONNECT	DISCONNECT, FAILURE TO	Issue associated with the linking of device and/or device components whereby termination of the transfer of liquid, gas, electricity, or information cannot be accomplished, or linking components do not come apart, or disconnect, when expected.		C62952	2900	CONNECTION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63179	1175	FAILURE TO DISINFECT	DISINFECT, FAILURE TO|DISINFECTION, INADEQUATE/IMPROPER			C63008	2909	DEVICE DISINFECTION OR STERILIZATION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63177	2610	FAILURE TO FIRE	FIRE, FAILURE TO			C62955	2913	DEVICE OPERATES DIFFERENTLY THAN EXPECTED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63176	1252	FAILURE TO FLUSH	FLUSH, FAILURE TO			C63107	2309	DEVICE RINSING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63175	1255	FAILURE TO FOLD	FOLD, FAILURE TO			C63248	2976	MATERIAL DEFORMATION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C64328	2579	FAILURE TO FORM STAPLE				C62960	2984	MECHANICS ALTERED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63174	2340	FAILURE TO INFUSE	INFUSE, FAILURE TO			C62902	2991	NO FLOW
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63173	1332	FAILURE TO INTERROGATE	INTERROGATE, FAILURE TO	Issue associated with the device failure to appropriately respond to signals from a system designed to interrogate its status.		C63007	1198	ELECTRICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63172	2533	FAILURE TO OBTAIN SAMPLES	SAMPLES, FAILURE TO OBTAIN			C62955	2913	DEVICE OPERATES DIFFERENTLY THAN EXPECTED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63171	1863	FAILURE TO OSSEOINTEGRATE	OSSEOINTEGRATE, FAILURE TO	Issue associated with the failure to see direct anchorage of an implant by the formation of bony tissue around the implant without the growth of fibrous tissue at the bone-implant interface.		C62886	3003	OSSEOINTEGRATION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63170	1542	FAILURE TO OVERRIDE RHYTHM	RHYTHM, FAILURE TO OVERRIDE			C63169	1439	FAILURE TO PACE OR PROPERLY PACE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63169	1439	FAILURE TO PACE OR PROPERLY PACE	PACE, FAILURE TO	Issue associated with the inability of device and/or device components to generate a therapeutic simulated heart beat via electrical impulses once arrhythmia is detected.		C63007	1198	ELECTRICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63167	1492	FAILURE TO PRIME	PRIME, FAILURE TO			C62955	2913	DEVICE OPERATES DIFFERENTLY THAN EXPECTED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63165	1502	FAILURE TO PUMP	PUMP, FAILURE TO			C62860	3016	PUMPING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63164	1581	FAILURE TO READ INPUT SIGNAL	INPUT SIGNAL, FAILURE TO READ			C63271	2896	COMMUNICATION OR TRANSMISSION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63163	1213	FAILURE TO REMOVE ENZYMATIC CLEANER	ENZYMATIC CLEANER, FAILURE TO REMOVE			C63107	2309	DEVICE RINSING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63162	1001	FAILURE TO RUN ON AC/DC	AC/DC, FAILURE TO RUN ON			C62992	1476	FAILURE TO POWER-UP
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63161	1582	FAILURE TO SELECT SIGNAL	SIGNAL, FAILURE TO SELECT			C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63160	1559	FAILURE TO SENSE	SENSING, NONE	Issue associated with the failure of a device designed to respond to a physical stimulus (as temperature, illumination, motion) to transmit a resulting signal for interpretation or measurement.		C63238	2917	DEVICE SENSING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63159	2547	FAILURE TO SEPARATE	SEPARATE, FAILURE TO	Issue associated with the device or one of its components failing to detach or separate as intended.		C63013	2906	DEPLOYMENT ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63158	1573	FAILURE TO SHOCK OR PROPERLY SHOCK	SHOCK, FAILURE TO DELIVER	Issue associated with the inability of device and/or device components to provide an appropriate or successful electrical shock.		C63007	1198	ELECTRICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63157	2536	FAILURE TO SPIKE	SPIKE, FAILURE TO	Issue associated with the distortion in the form of a pulse waveform of relatively short duration superimposed on an otherwise regular or desired pulse waveform.		C63169	1439	FAILURE TO PACE OR PROPERLY PACE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63156	1596	FAILURE TO STERILIZE	STERILIZATION FAILURE|STERILIZATION, INADEQUATE			C63008	2909	DEVICE DISINFECTION OR STERILIZATION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63155	1521	FAILURE TO TRANSMIT RECORD	RECORD, FAILURE TO TRANSMIT			C63271	2896	COMMUNICATION OR TRANSMISSION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63154	2940	FAILURE TO UNWRAP	UNWRAP, FAILURE TO	Issue associated with problems removing the materials used to construct the cover or outer wrapping of the device.		C63231	2922	DIFFICULT TO OPEN OR REMOVE PACKAGING MATERIAL
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63153	1105	COMPONENT FALLING	COMPONENT(S) FALLING	Issue associated with an undesirable descent of a device component due to the force of gravity, usually from a higher to a lower level, usually the ground or floor.		C62950	2923	DISLODGED OR DISLOCATED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63152	1013	FALSE ALARM	ALARM, FALSE	Issue associated with device providing incorrect alarm warning or alert to user.		C63033	1012	DEVICE ALARM SYSTEM ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63150	1226	FALSE DEVICE OUTPUT	FALSE OUTPUT			C63108	2953	IMPROPER DEVICE OUTPUT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63149	1225	FALSE NEGATIVE RESULT	FALSE-NEGATIVE TEST RESULT	Issue associated with the device incorrectly reporting that something has not been detected and misleads the operator into not taking certain actions when action should be taken.		C62848	1535	INCORRECT OR INADEQUATE RESULT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63147	1227	FALSE POSITIVE RESULT	FALSE-POSITIVE TEST RESULT	Issue associated with the device incorrectly reporting that something has been detected and misleads the operator to take certain actions.		C62848	1535	INCORRECT OR INADEQUATE RESULT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63145	1228	FALSE READING FROM DEVICE NON-COMPLIANCE	FALSE READINGS	Issue associated with the non-compliance of the device to meet its specific performance characteristics thereby causing a false reading.		C62848	1535	INCORRECT OR INADEQUATE RESULT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63144	1233	FILLING PROBLEM		Issue associated with the method or amount of time associated with the delivery of a fluid. Time to delivery or amount of delivered entity may be affected.		C63075	2964	INFUSION OR FLOW ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63143	1245	FIRE		Issues associated with the combustion of device components, resulting in any of the following: light, flame, smoke.		C62922	3022	TEMPERATURE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63142	2183	FITTING PROBLEM	FITTING PROBLEMS	Issue associated with the connection of device and/or device components whereby channels, switching systems, and other functional units set up to provide means for a transfer of liquid, gas, electricity, or information do not match or fit.		C62952	2900	CONNECTION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63141	1246	FLAKED	FLAKED MATERIAL|FLAKING	Issue associated with the detachment of small pieces of the coating film of a material.		C62970	1153	DEGRADED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63140	2942	FLARE OR FLASH		Issue associated with device-related burn with an unsteady flame.		C62922	3022	TEMPERATURE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63139	2943	FLASHPOINT THRESHOLD MET		Issue associated with approaching certain temperatures at which a combustible liquid ignites.		C62945	2893	CHEMICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63138	1634	TIDAL VOLUME FLUCTUATIONS		Issue associated with the amount of gas that is inspired and expired during one respiratory cycle.		C63110	2954	IMPROPER FLOW OR INFUSION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63137	1250	FLUID LEAK	FLUID LEAK(S)			C63058	1354	LEAK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63135	1253	FOGGING		Issue associated with the visibility of water vapor in the immediate atmosphere in which the device is being used.		C62807	3027	VENTILATION ISSUE IN DEVICE ENVIRONMENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63134	2630	FOLDED	FOLD			C63296	1059	BENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63133	2944	FOREIGN MATERIAL PRESENT IN DEVICE	FOREIGN MATERIAL	Issue associated with the presence of materials, which are not part of the documented device specifications and requirements.		C63018	1120	CONTAMINATION DURING USE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63132	1260	FRACTURE	FRACTURE(S) OF DEVICE/MATERIAL	Issue associated with any structural discontinuity in the material; collective term for cracks, splitting etc.		C62973	1069	BREAK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63131	1262	MATERIAL FRAYED	FRAYED	Issue associated with the comprising materials having damaged edges.		C63248	2976	MATERIAL DEFORMATION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63130	2945	FREE OR UNRESTRICTED FLOW		Issue associated with uncontrolled flow of infusion of air, gas or fluids.		C63110	2954	IMPROPER FLOW OR INFUSION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63129	2529	FUMES OR VAPORS	FUMES/VAPORS	Issue associated with the visibility, odor, or toxicity of an ambient vapor or gas which affects the operation of the device.		C62807	3027	VENTILATION ISSUE IN DEVICE ENVIRONMENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63128	2316	FUNGUS IN DEVICE ENVIRONMENT	FUNGUS	Issue associated with the visibility of molds, mildews, yeasts, and/or mushrooms in the immediate environment in which a device is being used.		C63292	2887	BIOLOGICAL ENVIRONMENTAL FACTOR
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63127	2946	GAS LEAK		Issue associated with the unintended escape of a gas from the container in which it is housed.		C63058	1354	LEAK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63316	1267	GEL LEAK	GEL LEAKAGE			C63058	1354	LEAK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63126	1270	GRADIENT INCREASE		Issue associated with the increased rate of change in temperature, pressure, or other variables as a function of distance, time, etc.		C63110	2954	IMPROPER FLOW OR INFUSION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63125	1271	GROUNDING MALFUNCTION		Issue associated with the inability to connect conductors of an electronic system for the purpose of controlling or impeding ground currents and voltages.		C63007	1198	ELECTRICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C64336	2947	HIGH BATTERY IMPEDANCE				C64334	2884	BATTERY IMPEDANCE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63124	1291	HIGH IMPEDANCE	IMPEDANCE, HIGH	Issue associated with higher than intended electrical impedance levels between device components or device and patient connections.		C63114	2950	IMPEDANCE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63123	2459	HIGH READINGS	READINGS, HIGH			C62848	1535	INCORRECT OR INADEQUATE RESULT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63122	2457	HIGH TEST RESULTS	TEST RESULTS, HIGH			C62829	2456	INCORRECT OR INADEQUATE TEST RESULTS
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63121	2574	HIGH THRESHOLD	THRESHOLD, HIGH			C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63120	1293	HOLE IN MATERIAL	HOLE(S)|HOLE	Issue associated with an opening not characteristic of the normal material.		C62967	2205	MATERIAL PERFORATION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63119	1298	HOT OIL LEAK				C63137	1250	FLUID LEAK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63118	2948	HUMAN FACTORS ISSUE		Issue associated with the interaction and interfacing between devices and users in terms of users' abilities, expectations, and limitations with work environments and system design.		C62996	2379	DEVICE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C76121	2949	HUMAN-DEVICE INTERFACE ISSUE				C63118	2948	HUMAN FACTORS ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63117	1304	IMAGE DISPLAY ERROR		Event in which measurement functions produce erroneous results or the image display is corrupted.		C63088	1184	INCORRECT DISPLAY
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63115	1358	IMAGE REVERSAL				C62887	1305	IMAGE ORIENTATION INCORRECT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63114	2950	IMPEDANCE ISSUE		Issue associated with electrical impedance levels between device components or device and patient connections.		C63005	2928	ELECTRONIC PROPERTY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63113	1307	IMPRECISION				C62994	2440	FAILURE TO CALIBRATE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63112	2951	IMPROPER ALARM				C63033	1012	DEVICE ALARM SYSTEM ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63111	2952	IMPROPER CHEMICAL REACTION		Issue associated with an unexpected or inappropriate chemical reaction or effect.		C62945	2893	CHEMICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C91397	3196	DATA ISSUE		Event in which data (charting, orders, results) is not correctly stored, transferred, updated, or displayed.	Incorrect transfer, storage, display or updating of data.	C63305	2880	APPLICATION PROGRAM ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63110	2954	IMPROPER FLOW OR INFUSION		Issue associated with the unsubstantiated regulation and delivery of therapy, e.g., air, gas, drugs or fluids into a device or a patient under positive pressure that is being generated by a pump.		C63075	2964	INFUSION OR FLOW ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63109	1266	IMPROPER GAS OUTPUT	GAS OUTPUT, IMPROPER			C63108	2953	IMPROPER DEVICE OUTPUT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63108	2953	IMPROPER DEVICE OUTPUT		Issue associated with the inaccurate outcome of a measurement/values/data obtained from the device being different from displayed, printed, stored, or exported measurements/values/data.		C62941	3005	OUTPUT ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63107	2309	DEVICE RINSING ISSUE	RINSING, IMPROPER			C63099	1091	DEVICE CLEANING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63106	1044	INABILITY TO AUTOFILL	AUTOFILL, UNABLE TO			C63144	1233	FILLING PROBLEM
